"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"11458","LN864819.1","Psychrobacter_phenylpyruvicus_DSM_7000_=_NBRC_102152_","57","0","0","2612","31143"
"11459","NZ_KX523901.1","Psychrobacter_phenylpyruvicus_DSM_7000_=_NBRC_102152_","12","0","0","2612","31143"
"11460","MT441554.1","Psychrobacter_phenylpyruvicus_DSM_7000_=_NBRC_102152_","18","0","0","2612","31143"
"11461","JN626286.1","Psychroflexus_tropicus_DSM_15496_","37","0","0","2780","36312"
"11462","LN864819.1","Psychroflexus_tropicus_DSM_15496_","57","0","0","2780","36312"
"11463","NZ_KX523901.1","Psychroflexus_tropicus_DSM_15496_","12","0","0","2780","36312"
"11464","MT441554.1","Psychroflexus_tropicus_DSM_15496_","18","0","0","2780","36312"
"11465","JN626286.1","Psychroserpens_burtonensis_DSM_12212_","37","0","0","3582","44444"
"11466","LN864819.1","Psychroserpens_burtonensis_DSM_12212_","57","0","0","3582","44444"
"11467","NZ_KX523901.1","Psychroserpens_burtonensis_DSM_12212_","12","0","0","3582","44444"
"11468","MT441554.1","Psychroserpens_burtonensis_DSM_12212_","18","0","0","3582","44444"
"11469","JN626286.1","Rathayibacter_toxicus_DSM_7488_","37","0","0","2022","20209"
"11470","LN864819.1","Rathayibacter_toxicus_DSM_7488_","57","0","0","2022","20209"
"11471","NZ_KX523901.1","Rathayibacter_toxicus_DSM_7488_","12","0","0","2022","20209"
"11472","MT441554.1","Rathayibacter_toxicus_DSM_7488_","18","0","0","2022","20209"
"11473","JN626286.1","Rheinheimera_baltica_DSM_14885_","37","0","0","3976","63191"
"11474","LN864819.1","Rheinheimera_baltica_DSM_14885_","57","0","0","3976","63191"
"11475","NZ_KX523901.1","Rheinheimera_baltica_DSM_14885_","12","0","0","3976","63191"
"11476","MT441554.1","Rheinheimera_baltica_DSM_14885_","18","0","0","3976","63191"
"11477","JN626286.1","Rheinheimera_perlucida_DSM_18276_","37","0","0","3543","61449"
"11478","LN864819.1","Rheinheimera_perlucida_DSM_18276_","57","0","0","3543","61449"
"11479","NZ_KX523901.1","Rheinheimera_perlucida_DSM_18276_","12","0","0","3543","61449"
"11480","MT441554.1","Rheinheimera_perlucida_DSM_18276_","18","0","0","3543","61449"
"11481","JN626286.1","Rhodonellum_psychrophilum_GCM71_=_DSM_17998_","37","20","19","4904","66345"
"11482","LN864819.1","Rhodonellum_psychrophilum_GCM71_=_DSM_17998_","57","20","19","4904","66345"
"11483","NZ_KX523901.1","Rhodonellum_psychrophilum_GCM71_=_DSM_17998_","12","0","0","4904","66345"
"11484","MT441554.1","Rhodonellum_psychrophilum_GCM71_=_DSM_17998_","18","0","0","4904","66345"
"11485","JN626286.1","Riemerella_columbina_DSM_16469_","37","0","0","2444","29302"
"11486","LN864819.1","Riemerella_columbina_DSM_16469_","57","0","0","2444","29302"
"11487","NZ_KX523901.1","Riemerella_columbina_DSM_16469_","12","0","0","2444","29302"
"11488","MT441554.1","Riemerella_columbina_DSM_16469_","18","0","0","2444","29302"
"11489","JN626286.1","Robiginitomaculum_antarcticum_DSM_21748_","37","0","0","2538","33910"
"11490","LN864819.1","Robiginitomaculum_antarcticum_DSM_21748_","57","0","0","2538","33910"
"11491","NZ_KX523901.1","Robiginitomaculum_antarcticum_DSM_21748_","12","0","0","2538","33910"
"11492","MT441554.1","Robiginitomaculum_antarcticum_DSM_21748_","18","0","0","2538","33910"
"11493","JN626286.1","Roseomonas_aerilata_DSM_19363_","37","0","0","5815","96758"
"11494","LN864819.1","Roseomonas_aerilata_DSM_19363_","57","0","0","5815","96758"
"11495","NZ_KX523901.1","Roseomonas_aerilata_DSM_19363_","12","0","0","5815","96758"
"11496","MT441554.1","Roseomonas_aerilata_DSM_19363_","18","0","0","5815","96758"
"11497","JN626286.1","Ruania_albidiflava_DSM_18029_","37","0","0","3723","53109"
"11498","LN864819.1","Ruania_albidiflava_DSM_18029_","57","0","0","3723","53109"
"11499","NZ_KX523901.1","Ruania_albidiflava_DSM_18029_","12","0","0","3723","53109"
"11500","MT441554.1","Ruania_albidiflava_DSM_18029_","18","0","0","3723","53109"
"11501","JN626286.1","Rubritalea_marina_DSM_17716_","37","0","0","2521","28694"
"11502","LN864819.1","Rubritalea_marina_DSM_17716_","57","0","0","2521","28694"
"11503","NZ_KX523901.1","Rubritalea_marina_DSM_17716_","12","0","0","2521","28694"
"11504","MT441554.1","Rubritalea_marina_DSM_17716_","18","0","0","2521","28694"
"11505","JN626286.1","Rubritepida_flocculans_DSM_14296_","37","0","0","3689","57303"
"11506","LN864819.1","Rubritepida_flocculans_DSM_14296_","57","0","0","3689","57303"
"11507","NZ_KX523901.1","Rubritepida_flocculans_DSM_14296_","12","0","0","3689","57303"
"11508","MT441554.1","Rubritepida_flocculans_DSM_14296_","18","0","0","3689","57303"
"11509","JN626286.1","Rudaea_cellulosilytica_DSM_22992_","37","0","0","3543","47226"
"11510","LN864819.1","Rudaea_cellulosilytica_DSM_22992_","57","0","0","3543","47226"
"11511","NZ_KX523901.1","Rudaea_cellulosilytica_DSM_22992_","12","0","0","3543","47226"
"11512","MT441554.1","Rudaea_cellulosilytica_DSM_22992_","18","0","0","3543","47226"
"11513","JN626286.1","Ruminococcus_gauvreauii_DSM_19829_","37","0","0","3665","57717"
"11514","LN864819.1","Ruminococcus_gauvreauii_DSM_19829_","57","0","0","3665","57717"
"11515","NZ_KX523901.1","Ruminococcus_gauvreauii_DSM_19829_","12","0","0","3665","57717"
"11516","MT441554.1","Ruminococcus_gauvreauii_DSM_19829_","18","0","0","3665","57717"
"11517","JN626286.1","Saccharibacillus_kuerlensis_DSM_22868_","37","0","0","3927","80628"
"11518","LN864819.1","Saccharibacillus_kuerlensis_DSM_22868_","57","0","0","3927","80628"
"11519","NZ_KX523901.1","Saccharibacillus_kuerlensis_DSM_22868_","12","0","0","3927","80628"
"11520","MT441554.1","Saccharibacillus_kuerlensis_DSM_22868_","18","0","0","3927","80628"
"11521","JN626286.1","Saccharibacter_floricola_DSM_15669_","37","0","0","2160","27961"
"11522","LN864819.1","Saccharibacter_floricola_DSM_15669_","57","0","0","2160","27961"
"11523","NZ_KX523901.1","Saccharibacter_floricola_DSM_15669_","12","0","0","2160","27961"
"11524","MT441554.1","Saccharibacter_floricola_DSM_15669_","18","0","0","2160","27961"
"11525","JN626286.1","Saccharospirillum_impatiens_DSM_12546_","37","0","0","4051","70618"
"11526","LN864819.1","Saccharospirillum_impatiens_DSM_12546_","57","0","0","4051","70618"
"11527","NZ_KX523901.1","Saccharospirillum_impatiens_DSM_12546_","12","0","0","4051","70618"
"11528","MT441554.1","Saccharospirillum_impatiens_DSM_12546_","18","0","0","4051","70618"
"11529","JN626286.1","Salinarimonas_rosea_DSM_21201_","37","0","0","4746","90813"
"11530","LN864819.1","Salinarimonas_rosea_DSM_21201_","57","0","0","4746","90813"
"11531","NZ_KX523901.1","Salinarimonas_rosea_DSM_21201_","12","0","0","4746","90813"
"11532","MT441554.1","Salinarimonas_rosea_DSM_21201_","18","0","0","4746","90813"
"11533","JN626286.1","Salinicoccus_albus_DSM_19776_","37","0","0","2616","35807"
"11534","LN864819.1","Salinicoccus_albus_DSM_19776_","57","0","0","2616","35807"
"11535","NZ_KX523901.1","Salinicoccus_albus_DSM_19776_","12","0","0","2616","35807"
"11536","MT441554.1","Salinicoccus_albus_DSM_19776_","18","0","0","2616","35807"
"11537","JN626286.1","Salinimicrobium_terrae_DSM_17865_","37","0","0","3172","48651"
"11538","LN864819.1","Salinimicrobium_terrae_DSM_17865_","57","0","0","3172","48651"
"11539","NZ_KX523901.1","Salinimicrobium_terrae_DSM_17865_","12","0","0","3172","48651"
"11540","MT441554.1","Salinimicrobium_terrae_DSM_17865_","18","0","0","3172","48651"
"11541","JN626286.1","Salinimonas_chungwhensis_DSM_16280_","37","0","0","3521","58256"
"11542","LN864819.1","Salinimonas_chungwhensis_DSM_16280_","57","0","0","3521","58256"
"11543","NZ_KX523901.1","Salinimonas_chungwhensis_DSM_16280_","12","0","0","3521","58256"
"11544","MT441554.1","Salinimonas_chungwhensis_DSM_16280_","18","0","0","3521","58256"
"11545","JN626286.1","Salipiger_mucosus_DSM_16094_","37","27","26","5621","105025"
"11546","LN864819.1","Salipiger_mucosus_DSM_16094_","57","27","26","5621","105025"
"11547","NZ_KX523901.1","Salipiger_mucosus_DSM_16094_","12","0","0","5621","105025"
"11548","MT441554.1","Salipiger_mucosus_DSM_16094_","18","26","25","5621","105025"
"11549","JN626286.1","Salsuginibacillus_kocurii_DSM_18087_","37","0","0","3631","59193"
"11550","LN864819.1","Salsuginibacillus_kocurii_DSM_18087_","57","0","0","3631","59193"
"11551","NZ_KX523901.1","Salsuginibacillus_kocurii_DSM_18087_","12","0","0","3631","59193"
"11552","MT441554.1","Salsuginibacillus_kocurii_DSM_18087_","18","0","0","3631","59193"
"11553","JN626286.1","Sandarakinorhabdus_limnophila_DSM_17366_","37","0","0","2485","36087"
"11554","LN864819.1","Sandarakinorhabdus_limnophila_DSM_17366_","57","0","0","2485","36087"
"11555","NZ_KX523901.1","Sandarakinorhabdus_limnophila_DSM_17366_","12","0","0","2485","36087"
"11556","MT441554.1","Sandarakinorhabdus_limnophila_DSM_17366_","18","0","0","2485","36087"
"11557","JN626286.1","Schlesneria_paludicola_DSM_18645_","37","0","0","6155","134764"
"11558","LN864819.1","Schlesneria_paludicola_DSM_18645_","57","0","0","6155","134764"
"11559","NZ_KX523901.1","Schlesneria_paludicola_DSM_18645_","12","0","0","6155","134764"
"11560","MT441554.1","Schlesneria_paludicola_DSM_18645_","18","0","0","6155","134764"
"11561","JN626286.1","Sediminimonas_qiaohouensis_DSM_21189_","37","0","0","3335","65241"
"11562","LN864819.1","Sediminimonas_qiaohouensis_DSM_21189_","57","0","0","3335","65241"
"11563","NZ_KX523901.1","Sediminimonas_qiaohouensis_DSM_21189_","12","0","0","3335","65241"
"11564","MT441554.1","Sediminimonas_qiaohouensis_DSM_21189_","18","0","0","3335","65241"
"11565","JN626286.1","Segetibacter_koreensis_DSM_18137_","37","0","0","5163","82507"
"11566","LN864819.1","Segetibacter_koreensis_DSM_18137_","57","0","0","5163","82507"
"11567","NZ_KX523901.1","Segetibacter_koreensis_DSM_18137_","12","0","0","5163","82507"
"11568","MT441554.1","Segetibacter_koreensis_DSM_18137_","18","0","0","5163","82507"
"11569","JN626286.1","Selenomonas_bovis_DSM_23594_","37","0","0","2240","39816"
"11570","LN864819.1","Selenomonas_bovis_DSM_23594_","57","0","0","2240","39816"
"11571","NZ_KX523901.1","Selenomonas_bovis_DSM_23594_","12","0","0","2240","39816"
"11572","MT441554.1","Selenomonas_bovis_DSM_23594_","18","0","0","2240","39816"
"11573","JN626286.1","Serinicoccus_marinus_DSM_15273_","37","0","0","3082","52962"
"11574","LN864819.1","Serinicoccus_marinus_DSM_15273_","57","0","0","3082","52962"
"11575","NZ_KX523901.1","Serinicoccus_marinus_DSM_15273_","12","0","0","3082","52962"
"11576","MT441554.1","Serinicoccus_marinus_DSM_15273_","18","0","0","3082","52962"
"11577","JN626286.1","Shimazuella_kribbensis_DSM_45090_","37","0","0","4326","43624"
"11578","LN864819.1","Shimazuella_kribbensis_DSM_45090_","57","0","0","4326","43624"
"11579","NZ_KX523901.1","Shimazuella_kribbensis_DSM_45090_","12","0","0","4326","43624"
"11580","MT441554.1","Shimazuella_kribbensis_DSM_45090_","18","0","0","4326","43624"
"11581","JN626286.1","Silanimonas_lenta_DSM_16282_","37","0","0","2355","41627"
"11582","LN864819.1","Silanimonas_lenta_DSM_16282_","57","0","0","2355","41627"
"11583","NZ_KX523901.1","Silanimonas_lenta_DSM_16282_","12","0","0","2355","41627"
"11584","MT441554.1","Silanimonas_lenta_DSM_16282_","18","0","0","2355","41627"
"11585","JN626286.1","Simplicispira_psychrophila_DSM_11588_","37","0","0","3209","70709"
"11586","LN864819.1","Simplicispira_psychrophila_DSM_11588_","57","0","0","3209","70709"
"11587","NZ_KX523901.1","Simplicispira_psychrophila_DSM_11588_","12","0","0","3209","70709"
"11588","MT441554.1","Simplicispira_psychrophila_DSM_11588_","18","0","0","3209","70709"
"11589","JN626286.1","Solimonas_variicoloris_DSM_15731_","37","0","0","3594","63554"
"11590","LN864819.1","Solimonas_variicoloris_DSM_15731_","57","0","0","3594","63554"
"11591","NZ_KX523901.1","Solimonas_variicoloris_DSM_15731_","12","0","0","3594","63554"
"11592","MT441554.1","Solimonas_variicoloris_DSM_15731_","18","0","0","3594","63554"
"11593","JN626286.1","Solimonas_flava_DSM_18980_","37","0","0","3797","63817"
"11594","LN864819.1","Solimonas_flava_DSM_18980_","57","0","0","3797","63817"
"11595","NZ_KX523901.1","Solimonas_flava_DSM_18980_","12","0","0","3797","63817"
"11596","MT441554.1","Solimonas_flava_DSM_18980_","18","0","0","3797","63817"
"11597","JN626286.1","Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563_","37","0","0","5073","70149"
"11598","LN864819.1","Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563_","57","0","0","5073","70149"
"11599","NZ_KX523901.1","Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563_","12","0","0","5073","70149"
"11600","MT441554.1","Smaragdicoccus_niigatensis_DSM_44881_=_NBRC_103563_","18","0","0","5073","70149"
"11601","JN626286.1","Solimonas_soli_DSM_21787_","37","0","0","3641","65771"
"11602","LN864819.1","Solimonas_soli_DSM_21787_","57","0","0","3641","65771"
"11603","NZ_KX523901.1","Solimonas_soli_DSM_21787_","12","0","0","3641","65771"
"11604","MT441554.1","Solimonas_soli_DSM_21787_","18","0","0","3641","65771"
"11605","JN626286.1","Solobacterium_moorei_DSM_22971_","37","0","0","2399","41321"
"11606","LN864819.1","Solobacterium_moorei_DSM_22971_","57","0","0","2399","41321"
"11607","NZ_KX523901.1","Solobacterium_moorei_DSM_22971_","12","0","0","2399","41321"
"11608","MT441554.1","Solobacterium_moorei_DSM_22971_","18","0","0","2399","41321"
"11609","JN626286.1","Sphingomonas_astaxanthinifaciens_DSM_22298_","37","0","0","2477","32881"
"11610","LN864819.1","Sphingomonas_astaxanthinifaciens_DSM_22298_","57","0","0","2477","32881"
"11611","NZ_KX523901.1","Sphingomonas_astaxanthinifaciens_DSM_22298_","12","0","0","2477","32881"
"11612","MT441554.1","Sphingomonas_astaxanthinifaciens_DSM_22298_","18","0","0","2477","32881"
"11613","JN626286.1","Sphingomonas_sanxanigenens_DSM_19645_=_NX02_","37","0","0","5918","61095"
"11614","LN864819.1","Sphingomonas_sanxanigenens_DSM_19645_=_NX02_","57","0","0","5918","61095"
"11615","NZ_KX523901.1","Sphingomonas_sanxanigenens_DSM_19645_=_NX02_","12","0","0","5918","61095"
"11616","MT441554.1","Sphingomonas_sanxanigenens_DSM_19645_=_NX02_","18","0","0","5918","61095"
"11617","JN626286.1","Sphingopyxis_baekryungensis_DSM_16222_","37","0","0","2744","41948"
"11618","LN864819.1","Sphingopyxis_baekryungensis_DSM_16222_","57","0","0","2744","41948"
"11619","NZ_KX523901.1","Sphingopyxis_baekryungensis_DSM_16222_","12","0","0","2744","41948"
"11620","MT441554.1","Sphingopyxis_baekryungensis_DSM_16222_","18","0","0","2744","41948"
"11621","JN626286.1","Spirochaeta_bajacaliforniensis_DSM_16054_","37","0","0","4112","96752"
"11622","LN864819.1","Spirochaeta_bajacaliforniensis_DSM_16054_","57","0","0","4112","96752"
"11623","NZ_KX523901.1","Spirochaeta_bajacaliforniensis_DSM_16054_","12","0","0","4112","96752"
"11624","MT441554.1","Spirochaeta_bajacaliforniensis_DSM_16054_","18","0","0","4112","96752"
"11625","JN626286.1","Spirosoma_luteum_DSM_19990_","37","0","0","5374","82308"
"11626","LN864819.1","Spirosoma_luteum_DSM_19990_","57","0","0","5374","82308"
"11627","NZ_KX523901.1","Spirosoma_luteum_DSM_19990_","12","0","0","5374","82308"
"11628","MT441554.1","Spirosoma_luteum_DSM_19990_","18","0","0","5374","82308"
"11629","JN626286.1","Spirosoma_panaciterrae_DSM_21099_","37","0","0","6459","90296"
"11630","LN864819.1","Spirosoma_panaciterrae_DSM_21099_","57","0","0","6459","90296"
"11631","NZ_KX523901.1","Spirosoma_panaciterrae_DSM_21099_","12","0","0","6459","90296"
"11632","MT441554.1","Spirosoma_panaciterrae_DSM_21099_","18","0","0","6459","90296"
"11633","JN626286.1","Spirosoma_spitsbergense_DSM_19989_","37","0","0","6237","107206"
"11634","LN864819.1","Spirosoma_spitsbergense_DSM_19989_","57","0","0","6237","107206"
"11635","NZ_KX523901.1","Spirosoma_spitsbergense_DSM_19989_","12","0","0","6237","107206"
"11636","MT441554.1","Spirosoma_spitsbergense_DSM_19989_","18","0","0","6237","107206"
"11637","JN626286.1","Spongiibacter_tropicus_DSM_19543_","37","0","0","3532","60710"
"11638","LN864819.1","Spongiibacter_tropicus_DSM_19543_","57","0","0","3532","60710"
"11639","NZ_KX523901.1","Spongiibacter_tropicus_DSM_19543_","12","0","0","3532","60710"
"11640","MT441554.1","Spongiibacter_tropicus_DSM_19543_","18","0","0","3532","60710"
"11641","JN626286.1","Sporolactobacillus_vineae_DSM_21990_=_SL153_","37","0","0","2595","42201"
"11642","LN864819.1","Sporolactobacillus_vineae_DSM_21990_=_SL153_","57","0","0","2595","42201"
"11643","NZ_KX523901.1","Sporolactobacillus_vineae_DSM_21990_=_SL153_","12","0","0","2595","42201"
"11644","MT441554.1","Sporolactobacillus_vineae_DSM_21990_=_SL153_","18","0","0","2595","42201"
"11645","JN626286.1","Sporomusa_ovata_DSM_2662_","37","180","184","5103","106774"
"11646","LN864819.1","Sporomusa_ovata_DSM_2662_","57","196","199","5103","106774"
"11647","NZ_KX523901.1","Sporomusa_ovata_DSM_2662_","12","0","0","5103","106774"
"11648","MT441554.1","Sporomusa_ovata_DSM_2662_","18","0","0","5103","106774"
"11649","JN626286.1","Sporosarcina_ureae_DSM_2281_","37","20","19","3241","38789"
"11650","LN864819.1","Sporosarcina_ureae_DSM_2281_","57","20","19","3241","38789"
"11651","NZ_KX523901.1","Sporosarcina_ureae_DSM_2281_","12","0","0","3241","38789"
"11652","MT441554.1","Sporosarcina_ureae_DSM_2281_","18","29","28","3241","38789"
"11653","JN626286.1","Stenoxybacter_acetivorans_DSM_19021_","37","0","0","2192","26963"
"11654","LN864819.1","Stenoxybacter_acetivorans_DSM_19021_","57","0","0","2192","26963"
"11655","NZ_KX523901.1","Stenoxybacter_acetivorans_DSM_19021_","12","0","0","2192","26963"
"11656","MT441554.1","Stenoxybacter_acetivorans_DSM_19021_","18","0","0","2192","26963"
"11657","JN626286.1","Streptococcus_caballi_DSM_19004_","37","0","0","2090","30852"
"11658","LN864819.1","Streptococcus_caballi_DSM_19004_","57","0","0","2090","30852"
"11659","NZ_KX523901.1","Streptococcus_caballi_DSM_19004_","12","0","0","2090","30852"
"11660","MT441554.1","Streptococcus_caballi_DSM_19004_","18","0","0","2090","30852"
"11661","JN626286.1","Streptococcus_castoreus_DSM_17536_","37","0","0","1807","31508"
"11662","LN864819.1","Streptococcus_castoreus_DSM_17536_","57","0","0","1807","31508"
"11663","NZ_KX523901.1","Streptococcus_castoreus_DSM_17536_","12","0","0","1807","31508"
"11664","MT441554.1","Streptococcus_castoreus_DSM_17536_","18","0","0","1807","31508"
"11665","JN626286.1","Streptococcus_devriesei_DSM_19639_","37","0","0","1962","35416"
"11666","LN864819.1","Streptococcus_devriesei_DSM_19639_","57","0","0","1962","35416"
"11667","NZ_KX523901.1","Streptococcus_devriesei_DSM_19639_","12","0","0","1962","35416"
"11668","MT441554.1","Streptococcus_devriesei_DSM_19639_","18","0","0","1962","35416"
"11669","JN626286.1","Streptococcus_didelphis_DSM_15616_","37","0","0","1811","33625"
"11670","LN864819.1","Streptococcus_didelphis_DSM_15616_","57","0","0","1811","33625"
"11671","NZ_KX523901.1","Streptococcus_didelphis_DSM_15616_","12","0","0","1811","33625"
"11672","MT441554.1","Streptococcus_didelphis_DSM_15616_","18","0","0","1811","33625"
"11673","JN626286.1","Streptococcus_entericus_DSM_14446_","37","0","0","1928","29440"
"11674","LN864819.1","Streptococcus_entericus_DSM_14446_","57","0","0","1928","29440"
"11675","NZ_KX523901.1","Streptococcus_entericus_DSM_14446_","12","0","0","1928","29440"
"11676","MT441554.1","Streptococcus_entericus_DSM_14446_","18","0","0","1928","29440"
"11677","JN626286.1","Streptococcus_ferus_DSM_20646_","37","0","0","1808","29995"
