"","Plasmid","Chrom","Genes","Interacting_genes","Interactions","Total_Genes","Total_Interactions"
"2824","NZ_KX523901.1","Pelodictyon_phaeoclathratiforme_BU-1_","12","0","0","2717","29751"
"2825","MT441554.1","Pelodictyon_phaeoclathratiforme_BU-1_","18","9","8","2717","29751"
"2826","JN626286.1","Xanthomonas_axonopodis_pv._vasculorum_","37","0","0","3545","58204"
"2827","LN864819.1","Xanthomonas_axonopodis_pv._vasculorum_","57","0","0","3545","58204"
"2828","NZ_KX523901.1","Xanthomonas_axonopodis_pv._vasculorum_","12","0","0","3545","58204"
"2829","MT441554.1","Xanthomonas_axonopodis_pv._vasculorum_","18","18","17","3545","58204"
"2830","JN626286.1","Shewanella_amazonensis_SB2B_","37","29","28","3646","48383"
"2831","LN864819.1","Shewanella_amazonensis_SB2B_","57","29","28","3646","48383"
"2832","NZ_KX523901.1","Shewanella_amazonensis_SB2B_","12","0","0","3646","48383"
"2833","MT441554.1","Shewanella_amazonensis_SB2B_","18","13","12","3646","48383"
"2834","JN626286.1","Sulfurimonas_denitrificans_DSM_1251_","37","24","23","2108","37128"
"2835","LN864819.1","Sulfurimonas_denitrificans_DSM_1251_","57","24","23","2108","37128"
"2836","NZ_KX523901.1","Sulfurimonas_denitrificans_DSM_1251_","12","0","0","2108","37128"
"2837","MT441554.1","Sulfurimonas_denitrificans_DSM_1251_","18","0","0","2108","37128"
"2838","JN626286.1","Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_","37","135","154","3693","51571"
"2839","LN864819.1","Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_","57","135","154","3693","51571"
"2840","NZ_KX523901.1","Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_","12","65","64","3693","51571"
"2841","MT441554.1","Bacillus_amyloliquefaciens_subsp._plantarum_str._FZB42_","18","89","94","3693","51571"
"2842","JN626286.1","Frankia_alni_ACN14a_","37","34","39","6711","79737"
"2843","LN864819.1","Frankia_alni_ACN14a_","57","34","39","6711","79737"
"2844","NZ_KX523901.1","Frankia_alni_ACN14a_","12","0","0","6711","79737"
"2845","MT441554.1","Frankia_alni_ACN14a_","18","11","10","6711","79737"
"2846","JN626286.1","Lactobacillus_helveticus_CNRZ32_","37","0","0","1685","19385"
"2847","LN864819.1","Lactobacillus_helveticus_CNRZ32_","57","0","0","1685","19385"
"2848","NZ_KX523901.1","Lactobacillus_helveticus_CNRZ32_","12","0","0","1685","19385"
"2849","MT441554.1","Lactobacillus_helveticus_CNRZ32_","18","22","21","1685","19385"
"2850","JN626286.1","Bifidobacterium_breve_UCC2003_","37","21","20","1858","20754"
"2851","LN864819.1","Bifidobacterium_breve_UCC2003_","57","21","20","1858","20754"
"2852","NZ_KX523901.1","Bifidobacterium_breve_UCC2003_","12","21","20","1858","20754"
"2853","MT441554.1","Bifidobacterium_breve_UCC2003_","18","34","33","1858","20754"
"2854","JN626286.1","Chloroflexus_aggregans_DSM_9485_","37","35","34","3731","52433"
"2855","LN864819.1","Chloroflexus_aggregans_DSM_9485_","57","35","34","3731","52433"
"2856","NZ_KX523901.1","Chloroflexus_aggregans_DSM_9485_","12","0","0","3731","52433"
"2857","MT441554.1","Chloroflexus_aggregans_DSM_9485_","18","0","0","3731","52433"
"2858","JN626286.1","Pseudoalteromonas_haloplanktis_TAC125_","37","81","98","3490","49981"
"2859","LN864819.1","Pseudoalteromonas_haloplanktis_TAC125_","57","81","98","3490","49981"
"2860","NZ_KX523901.1","Pseudoalteromonas_haloplanktis_TAC125_","12","78","86","3490","49981"
"2861","MT441554.1","Pseudoalteromonas_haloplanktis_TAC125_","18","91","102","3490","49981"
"2862","JN626286.1","Bifidobacterium_crudilactis_","37","0","0","1843","28606"
"2863","LN864819.1","Bifidobacterium_crudilactis_","57","0","0","1843","28606"
"2864","NZ_KX523901.1","Bifidobacterium_crudilactis_","12","0","0","1843","28606"
"2865","MT441554.1","Bifidobacterium_crudilactis_","18","0","0","1843","28606"
"2866","JN626286.1","Acaryochloris_marina_MBIC11017_","37","20","19","6473","75732"
"2867","LN864819.1","Acaryochloris_marina_MBIC11017_","57","20","19","6473","75732"
"2868","NZ_KX523901.1","Acaryochloris_marina_MBIC11017_","12","2","1","6473","75732"
"2869","MT441554.1","Acaryochloris_marina_MBIC11017_","18","2","1","6473","75732"
"2870","JN626286.1","Amycolatopsis_jejuensis_","37","0","0","9150","207132"
"2871","LN864819.1","Amycolatopsis_jejuensis_","57","0","0","9150","207132"
"2872","NZ_KX523901.1","Amycolatopsis_jejuensis_","12","0","0","9150","207132"
"2873","MT441554.1","Amycolatopsis_jejuensis_","18","0","0","9150","207132"
"2874","JN626286.1","Candidatus_Nitrospira_defluvii_","37","125","145","4268","49363"
"2875","LN864819.1","Candidatus_Nitrospira_defluvii_","57","165","210","4268","49363"
"2876","NZ_KX523901.1","Candidatus_Nitrospira_defluvii_","12","52","51","4268","49363"
"2877","MT441554.1","Candidatus_Nitrospira_defluvii_","18","63","63","4268","49363"
"2878","JN626286.1","Blattabacterium_sp._","37","0","0","590","11476"
"2879","LN864819.1","Blattabacterium_sp._","57","0","0","590","11476"
"2880","NZ_KX523901.1","Blattabacterium_sp._","12","0","0","590","11476"
"2881","MT441554.1","Blattabacterium_sp._","18","0","0","590","11476"
"2882","JN626286.1","Simkania_negevensis_Z_","37","75","177","2520","20750"
"2883","LN864819.1","Simkania_negevensis_Z_","57","75","177","2520","20750"
"2884","NZ_KX523901.1","Simkania_negevensis_Z_","12","91","95","2520","20750"
"2885","MT441554.1","Simkania_negevensis_Z_","18","99","103","2520","20750"
"2886","JN626286.1","Chlamydophila_pecorum_E58_","37","17","16","988","10791"
"2887","LN864819.1","Chlamydophila_pecorum_E58_","57","17","16","988","10791"
"2888","NZ_KX523901.1","Chlamydophila_pecorum_E58_","12","0","0","988","10791"
"2889","MT441554.1","Chlamydophila_pecorum_E58_","18","3","2","988","10791"
"2890","JN626286.1","Chlamydia_psittaci_6BC_","37","0","0","1002","12077"
"2891","LN864819.1","Chlamydia_psittaci_6BC_","57","0","0","1002","12077"
"2892","NZ_KX523901.1","Chlamydia_psittaci_6BC_","12","0","0","1002","12077"
"2893","MT441554.1","Chlamydia_psittaci_6BC_","18","4","3","1002","12077"
"2894","JN626286.1","Chlorobium_phaeobacteroides_BS1_","37","41","40","2469","23766"
"2895","LN864819.1","Chlorobium_phaeobacteroides_BS1_","57","41","40","2469","23766"
"2896","NZ_KX523901.1","Chlorobium_phaeobacteroides_BS1_","12","0","0","2469","23766"
"2897","MT441554.1","Chlorobium_phaeobacteroides_BS1_","18","5","4","2469","23766"
"2898","JN626286.1","alpha_proteobacterium_BAL199_","37","3","2","6124","97994"
"2899","LN864819.1","alpha_proteobacterium_BAL199_","57","3","2","6124","97994"
"2900","NZ_KX523901.1","alpha_proteobacterium_BAL199_","12","0","0","6124","97994"
"2901","MT441554.1","alpha_proteobacterium_BAL199_","18","23","22","6124","97994"
"2902","JN626286.1","Clostridium_drakei_","37","0","0","5152","117064"
"2903","LN864819.1","Clostridium_drakei_","57","0","0","5152","117064"
"2904","NZ_KX523901.1","Clostridium_drakei_","12","0","0","5152","117064"
"2905","MT441554.1","Clostridium_drakei_","18","0","0","5152","117064"
"2906","JN626286.1","Bacillus_okhensis_","37","0","0","4334","70742"
"2907","LN864819.1","Bacillus_okhensis_","57","134","133","4334","70742"
"2908","NZ_KX523901.1","Bacillus_okhensis_","12","0","0","4334","70742"
"2909","MT441554.1","Bacillus_okhensis_","18","24","23","4334","70742"
"2910","JN626286.1","Lactobacillus_fermentum_IFO_3956_","37","0","0","1855","21275"
"2911","LN864819.1","Lactobacillus_fermentum_IFO_3956_","57","0","0","1855","21275"
"2912","NZ_KX523901.1","Lactobacillus_fermentum_IFO_3956_","12","0","0","1855","21275"
"2913","MT441554.1","Lactobacillus_fermentum_IFO_3956_","18","0","0","1855","21275"
"2914","JN626286.1","Finegoldia_magna_ATCC_29328_","37","90","89","1812","25881"
"2915","LN864819.1","Finegoldia_magna_ATCC_29328_","57","90","89","1812","25881"
"2916","NZ_KX523901.1","Finegoldia_magna_ATCC_29328_","12","0","0","1812","25881"
"2917","MT441554.1","Finegoldia_magna_ATCC_29328_","18","0","0","1812","25881"
"2918","JN626286.1","Rickettsia_tamurae_","37","0","0","1629","25009"
"2919","LN864819.1","Rickettsia_tamurae_","57","0","0","1629","25009"
"2920","NZ_KX523901.1","Rickettsia_tamurae_","12","0","0","1629","25009"
"2921","MT441554.1","Rickettsia_tamurae_","18","0","0","1629","25009"
"2922","JN626286.1","Nitrosomonas_eutropha_C91_","37","0","0","2546","34353"
"2923","LN864819.1","Nitrosomonas_eutropha_C91_","57","0","0","2546","34353"
"2924","NZ_KX523901.1","Nitrosomonas_eutropha_C91_","12","0","0","2546","34353"
"2925","MT441554.1","Nitrosomonas_eutropha_C91_","18","17","16","2546","34353"
"2926","JN626286.1","Psychrobacter_cryohalolentis_K5_","37","0","0","2518","34709"
"2927","LN864819.1","Psychrobacter_cryohalolentis_K5_","57","0","0","2518","34709"
"2928","NZ_KX523901.1","Psychrobacter_cryohalolentis_K5_","12","0","0","2518","34709"
"2929","MT441554.1","Psychrobacter_cryohalolentis_K5_","18","25","24","2518","34709"
"2930","JN626286.1","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_","37","0","0","2518","30571"
"2931","LN864819.1","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_","57","0","0","2518","30571"
"2932","NZ_KX523901.1","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_","12","0","0","2518","30571"
"2933","MT441554.1","Syntrophomonas_wolfei_subsp._wolfei_str._Goettingen_G311_","18","9","8","2518","30571"
"2934","JN626286.1","Syntrophobacter_fumaroxidans_MPOB_","37","35","34","4097","54353"
"2935","LN864819.1","Syntrophobacter_fumaroxidans_MPOB_","57","35","34","4097","54353"
"2936","NZ_KX523901.1","Syntrophobacter_fumaroxidans_MPOB_","12","0","0","4097","54353"
"2937","MT441554.1","Syntrophobacter_fumaroxidans_MPOB_","18","15","14","4097","54353"
"2938","JN626286.1","Bradyrhizobium_sp._S23321_","37","136","178","6899","105806"
"2939","LN864819.1","Bradyrhizobium_sp._S23321_","57","136","178","6899","105806"
"2940","NZ_KX523901.1","Bradyrhizobium_sp._S23321_","12","82","81","6899","105806"
"2941","MT441554.1","Bradyrhizobium_sp._S23321_","18","104","111","6899","105806"
"2942","JN626286.1","Candidatus_Pelagibacter_ubique_HTCC1062_","37","84","89","1354","18777"
"2943","LN864819.1","Candidatus_Pelagibacter_ubique_HTCC1062_","57","97","103","1354","18777"
"2944","NZ_KX523901.1","Candidatus_Pelagibacter_ubique_HTCC1062_","12","58","62","1354","18777"
"2945","MT441554.1","Candidatus_Pelagibacter_ubique_HTCC1062_","18","76","85","1354","18777"
"2946","JN626286.1","Rickettsia_bellii_RML369-C_","37","120","199","1434","18297"
"2947","LN864819.1","Rickettsia_bellii_RML369-C_","57","120","199","1434","18297"
"2948","NZ_KX523901.1","Rickettsia_bellii_RML369-C_","12","66","66","1434","18297"
"2949","MT441554.1","Rickettsia_bellii_RML369-C_","18","56","59","1434","18297"
"2950","JN626286.1","Gordonia_sp._KTR9_","37","28","27","4923","74422"
"2951","LN864819.1","Gordonia_sp._KTR9_","57","28","27","4923","74422"
"2952","NZ_KX523901.1","Gordonia_sp._KTR9_","12","0","0","4923","74422"
"2953","MT441554.1","Gordonia_sp._KTR9_","18","21","20","4923","74422"
"2954","JN626286.1","Pelobacter_carbinolicus_DSM_2380_","37","132","149","3309","43205"
"2955","LN864819.1","Pelobacter_carbinolicus_DSM_2380_","57","132","149","3309","43205"
"2956","NZ_KX523901.1","Pelobacter_carbinolicus_DSM_2380_","12","63","62","3309","43205"
"2957","MT441554.1","Pelobacter_carbinolicus_DSM_2380_","18","72","72","3309","43205"
"2958","JN626286.1","Pelobacter_propionicus_DSM_2379_","37","29","28","3802","54155"
"2959","LN864819.1","Pelobacter_propionicus_DSM_2379_","57","29","28","3802","54155"
"2960","NZ_KX523901.1","Pelobacter_propionicus_DSM_2379_","12","0","0","3802","54155"
"2961","MT441554.1","Pelobacter_propionicus_DSM_2379_","18","19","18","3802","54155"
"2962","JN626286.1","Rhodoferax_ferrireducens_T118_","37","37","36","4432","70282"
"2963","LN864819.1","Rhodoferax_ferrireducens_T118_","57","37","36","4432","70282"
"2964","NZ_KX523901.1","Rhodoferax_ferrireducens_T118_","12","0","0","4432","70282"
"2965","MT441554.1","Rhodoferax_ferrireducens_T118_","18","24","23","4432","70282"
"2966","JN626286.1","Burkholderia_ambifaria_AMMD_","37","35","34","6614","82445"
"2967","LN864819.1","Burkholderia_ambifaria_AMMD_","57","35","34","6614","82445"
"2968","NZ_KX523901.1","Burkholderia_ambifaria_AMMD_","12","0","0","6614","82445"
"2969","MT441554.1","Burkholderia_ambifaria_AMMD_","18","27","26","6614","82445"
"2970","JN626286.1","Actinobacillus_succinogenes_130Z_","37","27","26","2080","26923"
"2971","LN864819.1","Actinobacillus_succinogenes_130Z_","57","27","26","2080","26923"
"2972","NZ_KX523901.1","Actinobacillus_succinogenes_130Z_","12","0","0","2080","26923"
"2973","MT441554.1","Actinobacillus_succinogenes_130Z_","18","29","28","2080","26923"
"2974","JN626286.1","Thermoanaerobacter_pseudethanolicus_ATCC_33223_","37","0","0","2243","31111"
"2975","LN864819.1","Thermoanaerobacter_pseudethanolicus_ATCC_33223_","57","0","0","2243","31111"
"2976","NZ_KX523901.1","Thermoanaerobacter_pseudethanolicus_ATCC_33223_","12","0","0","2243","31111"
"2977","MT441554.1","Thermoanaerobacter_pseudethanolicus_ATCC_33223_","18","0","0","2243","31111"
"2978","JN626286.1","Chlorobium_chlorochromatii_CaD3_","37","50","49","2005","23477"
"2979","LN864819.1","Chlorobium_chlorochromatii_CaD3_","57","50","49","2005","23477"
"2980","NZ_KX523901.1","Chlorobium_chlorochromatii_CaD3_","12","0","0","2005","23477"
"2981","MT441554.1","Chlorobium_chlorochromatii_CaD3_","18","0","0","2005","23477"
"2982","JN626286.1","Burkholderia_oklahomensis_","37","130","132","6292","91314"
"2983","LN864819.1","Burkholderia_oklahomensis_","57","132","133","6292","91314"
"2984","NZ_KX523901.1","Burkholderia_oklahomensis_","12","92","91","6292","91314"
"2985","MT441554.1","Burkholderia_oklahomensis_","18","129","133","6292","91314"
"2986","JN626286.1","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_","37","19","18","2492","34305"
"2987","LN864819.1","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_","57","19","18","2492","34305"
"2988","NZ_KX523901.1","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_","12","0","0","2492","34305"
"2989","MT441554.1","Staphylococcus_saprophyticus_subsp._saprophyticus_ATCC_15305_","18","20","19","2492","34305"
"2990","JN626286.1","Pseudoalteromonas_atlantica_T6c_","37","0","0","4285","63161"
"2991","LN864819.1","Pseudoalteromonas_atlantica_T6c_","57","0","0","4285","63161"
"2992","NZ_KX523901.1","Pseudoalteromonas_atlantica_T6c_","12","0","0","4285","63161"
"2993","MT441554.1","Pseudoalteromonas_atlantica_T6c_","18","23","22","4285","63161"
"2994","JN626286.1","Sodalis_glossinidius_str._'morsitans'_","37","0","0","2478","36442"
"2995","LN864819.1","Sodalis_glossinidius_str._'morsitans'_","57","2","1","2478","36442"
"2996","NZ_KX523901.1","Sodalis_glossinidius_str._'morsitans'_","12","0","0","2478","36442"
"2997","MT441554.1","Sodalis_glossinidius_str._'morsitans'_","18","59","57","2478","36442"
"2998","JN626286.1","Planctomyces_maris_DSM_8797_","37","19","18","6480","102505"
"2999","LN864819.1","Planctomyces_maris_DSM_8797_","57","19","18","6480","102505"
"3000","NZ_KX523901.1","Planctomyces_maris_DSM_8797_","12","0","0","6480","102505"
"3001","MT441554.1","Planctomyces_maris_DSM_8797_","18","0","0","6480","102505"
"3002","JN626286.1","Vibrio_cholerae_O395_","37","117","118","3934","58358"
"3003","LN864819.1","Vibrio_cholerae_O395_","57","117","118","3934","58358"
"3004","NZ_KX523901.1","Vibrio_cholerae_O395_","12","94","93","3934","58358"
"3005","MT441554.1","Vibrio_cholerae_O395_","18","116","116","3934","58358"
"3006","JN626286.1","Bacillus_coagulans_36D1_","37","20","19","3297","40685"
"3007","LN864819.1","Bacillus_coagulans_36D1_","57","20","19","3297","40685"
"3008","NZ_KX523901.1","Bacillus_coagulans_36D1_","12","0","0","3297","40685"
"3009","MT441554.1","Bacillus_coagulans_36D1_","18","29","28","3297","40685"
"3010","JN626286.1","Kutzneria_sp._744_","37","0","0","10222","180503"
"3011","LN864819.1","Kutzneria_sp._744_","57","0","0","10222","180503"
"3012","NZ_KX523901.1","Kutzneria_sp._744_","12","0","0","10222","180503"
"3013","MT441554.1","Kutzneria_sp._744_","18","17","16","10222","180503"
"3014","JN626286.1","Mycoplasma_hominis_ATCC_23114_","37","72","78","536","9553"
"3015","LN864819.1","Mycoplasma_hominis_ATCC_23114_","57","72","78","536","9553"
"3016","NZ_KX523901.1","Mycoplasma_hominis_ATCC_23114_","12","44","43","536","9553"
"3017","MT441554.1","Mycoplasma_hominis_ATCC_23114_","18","44","43","536","9553"
"3018","JN626286.1","Rhizobium_etli_CFN_42_","37","112","132","4267","55401"
"3019","LN864819.1","Rhizobium_etli_CFN_42_","57","112","132","4267","55401"
"3020","NZ_KX523901.1","Rhizobium_etli_CFN_42_","12","72","71","4267","55401"
"3021","MT441554.1","Rhizobium_etli_CFN_42_","18","99","109","4267","55401"
"3022","JN626286.1","Rhizobium_sp._LPU83_","37","163","224","4327","44446"
"3023","LN864819.1","Rhizobium_sp._LPU83_","57","158","220","4327","44446"
"3024","NZ_KX523901.1","Rhizobium_sp._LPU83_","12","65","62","4327","44446"
"3025","MT441554.1","Rhizobium_sp._LPU83_","18","86","84","4327","44446"
"3026","JN626286.1","Rhodobacter_sphaeroides_ATCC_17025_","37","39","38","3220","55930"
"3027","LN864819.1","Rhodobacter_sphaeroides_ATCC_17025_","57","39","38","3220","55930"
"3028","NZ_KX523901.1","Rhodobacter_sphaeroides_ATCC_17025_","12","0","0","3220","55930"
"3029","MT441554.1","Rhodobacter_sphaeroides_ATCC_17025_","18","20","19","3220","55930"
"3030","JN626286.1","Psychrobacter_sp._PRwf-1_","37","0","0","2384","26221"
"3031","LN864819.1","Psychrobacter_sp._PRwf-1_","57","0","0","2384","26221"
"3032","NZ_KX523901.1","Psychrobacter_sp._PRwf-1_","12","0","0","2384","26221"
"3033","MT441554.1","Psychrobacter_sp._PRwf-1_","18","27","26","2384","26221"
"3034","JN626286.1","Lactobacillus_reuteri_100-23_","37","0","0","2181","35353"
"3035","LN864819.1","Lactobacillus_reuteri_100-23_","57","0","0","2181","35353"
"3036","NZ_KX523901.1","Lactobacillus_reuteri_100-23_","12","0","0","2181","35353"
"3037","MT441554.1","Lactobacillus_reuteri_100-23_","18","0","0","2181","35353"
"3038","JN626286.1","Halorhodospira_halophila_SL1_","37","28","27","2408","38251"
"3039","LN864819.1","Halorhodospira_halophila_SL1_","57","28","27","2408","38251"
"3040","NZ_KX523901.1","Halorhodospira_halophila_SL1_","12","0","0","2408","38251"
"3041","MT441554.1","Halorhodospira_halophila_SL1_","18","0","0","2408","38251"
"3042","JN626286.1","Desulfotomaculum_reducens_MI-1_","37","33","32","3296","45924"
"3043","LN864819.1","Desulfotomaculum_reducens_MI-1_","57","33","32","3296","45924"
"3044","NZ_KX523901.1","Desulfotomaculum_reducens_MI-1_","12","0","0","3296","45924"
"3045","MT441554.1","Desulfotomaculum_reducens_MI-1_","18","9","8","3296","45924"
"3046","JN626286.1","Acidiphilium_cryptum_JF-5_","37","26","25","3104","42201"
"3047","LN864819.1","Acidiphilium_cryptum_JF-5_","57","26","25","3104","42201"
"3048","NZ_KX523901.1","Acidiphilium_cryptum_JF-5_","12","0","0","3104","42201"
"3049","MT441554.1","Acidiphilium_cryptum_JF-5_","18","0","0","3104","42201"
"3050","JN626286.1","Leuconostoc_citreum_KM20_","37","48","46","1716","20513"
"3051","LN864819.1","Leuconostoc_citreum_KM20_","57","48","46","1716","20513"
"3052","NZ_KX523901.1","Leuconostoc_citreum_KM20_","12","46","45","1716","20513"
"3053","MT441554.1","Leuconostoc_citreum_KM20_","18","66","67","1716","20513"
"3054","JN626286.1","Paenibacillus_polymyxa_E681_","37","39","61","4812","59511"
